UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
449250,6,"51.0801","A",.,"A",.,"R",41,2,"R",9,"R",36,"R",41,"R",36,"R",17000,"R",17000,"R",17000,"R",17300,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6480,"R",8055,"R",10215,"R",10611,"R",6039,"R",7551,"R",9432,"R",9792,"R",5382,"R",5445,"R",5463,"R",5472,"51.0911","R",25300,"R",0,"R",1500,1,"R",15,"51.0909","R",38000,"R",0,"R",91,2,"R",20,"51.0713","R",17250,"R",0,"R",43,2,"R",9,"51.0910","R",42500,"R",0,"R",83,2,"R",24,"51.0806","R",17300,"R",0,"R",41,2,"R",9,
449311,4,"12.0401","A",.,"A",.,"R",1000,1,"R",10,"R",40,"R",900,"R",30,"R",14500,"R",14500,"R",14500,"R",14500,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18670,"R",18670,"R",18760,"R",15680,"R",7000,"R",10460,"R",10460,"R",8320,"R",7000,"R",10460,"R",10460,"R",8320,"12.0409","R",9300,"R",800,"R",600,1,"R",5,"12.0410","R",3500,"R",700,"R",250,1,"R",2,"12.0499","R",1050,"R",200,"R",75,1,"R",1,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449320,2,"47.0604","A",.,"A",.,"R",1560,1,"R",13,"R",52,"R",900,"R",30,"R",32230,"R",33010,"R",33400,"R",33556,"R",1320,"R",1486,"R",1486,"R",1518,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15067,"R",15418,"R",15665,"R",33969,"R",8333,"R",8528,"R",8671,"R",15288,"R",5811,"R",5954,"R",5720,"R",6955,"46.0302","R",24574,"R",2271,"R",1080,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449357,1,"51.3901","A",.,"A",.,"R",1728,1,"R",18,"R",72,"R",900,"R",36,"R",22618,"R",22618,"R",22618,"R",21820,"R",3882,"R",3882,"R",3882,"R",4680,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",26586,"R",27558,"R",30168,"R",33156,"R",8478,"R",8496,"R",7992,"R",9270,"R",8748,"R",8730,"R",7128,"R",8316,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449366,4,"12.0406","A",.,"A",.,"R",812,1,"R",6,"R",24,"R",900,"R",26,"R",20176,"R",20176,"R",20176,"R",20726,"R",3800,"R",3640,"R",3665,"R",3665,"R",10800,"R",10500,"R",10500,"R",10554,"R",2700,"R",3330,"R",3330,"R",3378,"R",13800,"R",15498,"R",15498,"R",15768,"R",3240,"R",4194,"R",4194,"R",3810,"R",3240,"R",4194,"R",4194,"R",3810,"12.0406","R",15146,"R",3398,"R",602,1,"R",4,"12.0406","R",10166,"R",2516,"R",392,1,"R",3,"12.0406","R",10060,"R",2849,"R",420,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449393,6,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",26,"R",12100,"R",12100,"R",12100,"R",12100,"R",1250,"R",1250,"R",1250,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18463,"R",19138,"R",20950,"R",23025,"R",5888,"R",5900,"R",7325,"R",6438,"R",6075,"R",6063,"R",6525,"R",5775,"12.0409","R",4900,"R",750,"R",600,1,"R",6,"12.0401","R",12900,"R",1250,"R",1600,1,"R",14,"12.0410","R",3300,"R",1250,"R",400,1,"R",4,"12.0402","R",1700,"R",300,"R",200,1,"R",2,"12.0413","R",4900,"R",300,"R",600,1,"R",6,
449445,4,"51.0801","A",.,"A",.,"R",860,1,"R",10,"R",39,"R",860,"R",39,"R",13550,"R",13550,"R",14550,"R",14550,"R",400,"R",400,"R",400,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14401,"R",14927,"R",16341,"R",17745,"R",4592,"R",4602,"R",4739,"R",4856,"R",4739,"R",4729,"R",4826,"R",4924,"51.0909","R",30615,"R",1835,"R",1680,1,"R",16,"51.0713","R",14550,"R",400,"R",860,1,"R",10,"51.0805","R",14550,"R",400,"R",860,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449454,1,"51.3501","R",14250,"R",750,"R",750,1,"R",10,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449463,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",29,"R",19495,"R",18930,"R",18930,"R",18930,"R",1995,"R",1995,"R",1995,"R",1995,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12840,"R",12840,"R",12840,"R",12840,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"12.0402","R",15700,"R",850,"R",1000,1,"R",13,"12.0409","R",8592,"R",600,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449472,7,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",17250,"R",17250,"R",18000,"R",18000,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17088,"R",13850,"R",13850,"R",15375,"R",12500,"R",13188,"R",13188,"R",11500,"R",8188,"R",9200,"R",9200,"R",10588,"12.0402","R",18000,"R",2500,"R",1500,1,"R",13,"12.0409","R",9300,"R",2500,"R",600,1,"R",6,"12.0413","R",7200,"R",900,"R",600,1,"R",6,"12.0410","R",3600,"R",800,"R",300,1,"R",3,"12.0413","R",3000,"R",900,"R",250,1,"R",2,
449490,10,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",30,"R",12480,"R",12580,"R",13630,"R",14330,"R",1060,"R",1060,"R",1505,"R",1505,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15990,"R",16910,"R",19950,"R",19950,"R",6010,"R",5450,"R",6430,"R",6430,"R",6120,"R",5450,"R",6430,"R",6430,"51.3501","R",9714,"R",830,"R",600,1,"R",10,"12.0409","R",4444,"R",425,"R",320,1,"R",9,"12.0402","R",14330,"R",1505,"R",1200,1,"R",10,"51.3501","R",9714,"R",830,"R",600,1,"R",6,"51.3902","R",15240,"R",1825,"R",900,1,"R",9,
449506,1,"51.0806","A",.,"A",.,"R",76,2,"R",20,"R",80,"R",38,"R",32,"R",41200,"R",41200,"R",41200,"R",41200,"R",1705,"R",1705,"R",1705,"R",1705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",29400,"R",29400,"R",29400,"R",29400,"R",5000,"R",5000,"R",5000,"R",5000,"R",5000,"R",5000,"R",5000,"R",5000,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449533,2,"51.3501","A",.,"A",.,"R",640,1,"R",8,"R",32,"R",900,"R",30,"R",11700,"R",11930,"R",12030,"R",12230,"R",365,"R",303,"R",303,"R",303,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9600,"R",9600,"R",9600,"R",9600,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"51.0801","R",14050,"R",30,"R",960,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449597,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",12968,"R",12968,"R",12968,"R",15100,"R",1764,"R",1764,"R",1764,"R",1570,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12793,"R",12793,"R",12846,"R",14362,"R",5268,"R",5375,"R",5375,"R",5913,"R",5268,"R",5375,"R",5375,"R",5913,"12.0409","R",11900,"R",1100,"R",700,1,"R",9,"12.0410","R",4600,"R",1000,"R",450,1,"R",6,"12.0413","R",4700,"R",300,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449603,3,"12.0402","A",.,"A",.,"R",1500,1,"R",11,"R",44,"R",900,"R",26,"R",18800,"R",18800,"R",18800,"R",18800,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9834,"R",10054,"R",10285,"R",10461,"R",8371,"R",7634,"R",7733,"R",7788,"R",8371,"R",7634,"R",7733,"R",7788,"12.0401","R",18800,"R",0,"R",1500,1,"R",11,"12.0413","R",12800,"R",0,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449676,5,"11.0401","A",.,"A",.,"R",900,1,"R",15,"R",60,"R",900,"R",52,"R",11850,"R",11850,"R",11850,"R",11850,"R",650,"R",650,"R",650,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17325,"R",18195,"R",18570,"R",19095,"R",15360,"R",16140,"R",17145,"R",17625,"R",15360,"R",16140,"R",17145,"R",17625,"51.0801","R",9400,"R",450,"R",900,1,"R",12,"51.0910","R",22000,"R",900,"R",2250,1,"R",25,"11.0803","R",15400,"R",600,"R",900,1,"R",12,"23.0101","R",4900,"R",600,"R",900,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449685,3,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",36,"R",12300,"R",13500,"R",13500,"R",14580,"R",355,"R",355,"R",355,"R",355,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",11457,"R",3465,"R",3465,"R",3465,"R",10575,"R",1710,"R",1710,"R",1710,"R",10575,"51.3902","R",14100,"R",535,"R",870,1,"R",9,"51.3902","R",1650,"R",75,"R",125,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449719,5,"51.3999","A",.,"A",.,"R",1440,1,"R",12,"R",48,"R",900,"R",30,"R",19506,"R",19429,"R",19429,"R",20929,"R",534,"R",611,"R",611,"R",611,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11604,"R",11676,"R",10512,"R",10980,"R",7512,"R",7560,"R",6768,"R",17736,"R",7512,"R",7560,"R",6768,"R",17736,"51.0801","R",14756,"R",284,"R",900,1,"R",10,"01.8301","R",14791,"R",249,"R",900,1,"R",10,"51.3501","R",14901,"R",409,"R",900,1,"R",14,"51.1009","R",3725,"R",176,"R",240,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449728,2,"51.0910","A",.,"A",.,"R",130,2,"R",18,"R",72,"R",36,"R",30,"R",27400,"R",28100,"R",28100,"R",28100,"R",1900,"R",1900,"R",1900,"R",1900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22266,"R",22266,"R",22266,"R",22266,"R",1530,"R",1530,"R",1530,"R",1530,"R",1476,"R",1476,"R",1476,"R",1476,"51.0901","R",7250,"R",550,"R",33,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449773,5,"51.0805","A",.,"A",.,"R",25,2,"R",8,"R",33,"R",24,"R",32,"R",12600,"R",12600,"R",13980,"R",13980,"R",2250,"R",2250,"R",970,"R",970,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5511,"R",5585,"R",5651,"R",5693,"R",3845,"R",3886,"R",3919,"R",3968,"R",3440,"R",3523,"R",3548,"R",3581,"11.1003","R",13070,"R",1270,"R",21,2,"R",7,"51.0899","R",12925,"R",775,"R",25,2,"R",8,"51.0707","R",9145,"R",840,"R",25,2,"R",7,"52.0302","R",9565,"R",420,"R",20,2,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449782,2,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",33,"R",900,"R",30,"R",13125,"R",13125,"R",13125,"R",10750,"R",1760,"R",1760,"R",1760,"R",1760,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7541,"R",7541,"R",7541,"R",7541,"R",2211,"R",2211,"R",2211,"R",2211,"R",2211,"R",2211,"R",2211,"R",2211,"12.0409","R",7650,"R",352,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449807,6,"12.0401","A",.,"A",.,"R",1000,1,"R",11,"R",42,"R",900,"R",38,"R",12100,"R",14100,"R",14100,"R",12100,"A",.,"R",710,"R",710,"R",710,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12285,"R",12285,"R",12285,"R",12285,"R",5198,"R",5198,"R",5198,"R",5198,"R",5198,"R",5198,"R",5198,"R",5198,"12.0409","R",7300,"R",710,"R",750,1,"R",8,"51.0802","R",7300,"R",710,"R",720,1,"R",8,"51.0710","R",5200,"R",710,"R",600,1,"R",7,"12.0410","R",6100,"R",710,"R",600,1,"R",7,"12.0413","R",2500,"R",200,"R",500,1,"R",6,
449816,24,"51.0801","A",.,"A",.,"R",960,1,"R",10,"R",40,"R",900,"R",45,"R",3516,"R",3527,"R",3120,"R",3129,"R",1264,"R",928,"R",788,"R",784,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8480,"R",7480,"R",7760,"R",11570,"R",4290,"R",3680,"R",3810,"R",3810,"R",4290,"R",3680,"R",3810,"R",3810,"48.0508","R",1938,"R",813,"R",615,1,"R",7,"11.0201","R",1926,"R",112,"R",600,1,"R",7,"51.3902","R",402,"R",88,"R",114,1,"R",1,"49.0205","R",2688,"R",255,"R",183,1,"R",1,"48.0508","R",2912,"R",813,"R",930,1,"R",12,
449861,5,"51.0801","A",.,"A",.,"R",29,2,"R",8,"R",30,"R",30,"R",30,"R",11758,"R",11758,"R",12594,"R",12594,"R",1022,"R",1022,"R",886,"R",465,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9323,"R",9323,"R",6563,"R",8595,"R",5138,"R",5138,"R",6413,"R",6338,"R",3375,"R",3600,"R",5513,"R",3923,"01.8301","R",17283,"R",346,"R",30,2,"R",8,"51.0909","R",32244,"R",582,"R",71,2,"R",18,"51.0601","R",12624,"R",434,"R",28,2,"R",8,"01.8301","R",33854,"R",1275,"R",73,2,"R",19,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449904,5,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",15978,"R",15828,"R",18251,"R",14661,"R",2022,"R",2172,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12555,"R",12682,"R",12682,"R",12682,"R",4004,"R",11322,"R",11322,"R",11322,"R",4131,"R",7574,"R",7574,"R",7574,"12.0410","R",8451,"R",234,"R",600,1,"R",6,"12.0409","R",11451,"R",234,"R",750,1,"R",8,"12.0413","R",5293,"R",0,"R",750,1,"R",6,"12.0413","R",4181,"R",0,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449959,3,"12.0401","A",.,"A",.,"R",1300,1,"R",10,"R",38,"R",900,"R",26,"R",13650,"R",14300,"R",15600,"R",16250,"R",4005,"R",4005,"R",3800,"R",3800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12607,"R",11343,"R",13728,"R",12255,"R",6451,"R",7610,"R",6242,"R",4845,"R",2983,"R",4066,"R",4256,"R",4988,"12.0401","R",15000,"R",2500,"R",1200,1,"R",9,"12.0402","R",15000,"R",2500,"R",1200,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449968,4,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",18925,"R",18925,"R",19939,"R",19939,"R",3000,"R",3000,"R",2510,"R",2510,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18653,"R",23000,"R",16859,"R",20102,"R",7142,"R",9545,"R",7199,"R",8223,"R",3197,"R",7567,"R",5463,"R",5509,"12.0401","R",23794,"R",5839,"R",1845,1,"R",14,"12.0402","R",18389,"R",2321,"R",1500,1,"R",11,"12.0406","R",4400,"R",3012,"R",245,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449977,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",17675,"R",17675,"R",17895,"R",17895,"R",2600,"R",2600,"R",2531,"R",2776,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14319,"R",14394,"R",14781,"R",16437,"R",7224,"R",7482,"R",7375,"R",7805,"R",4741,"R",4741,"R",4246,"R",5192,"12.0413","R",19088,"R",3518,"R",1600,1,"R",12,"12.0413","R",5100,"R",731,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449986,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",21320,"R",21320,"R",21726,"R",23001,"R",2280,"R",2280,"R",1875,"R",1960,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17055,"R",18400,"R",20539,"R",15238,"R",6693,"R",8096,"R",9879,"R",13800,"R",6210,"R",5497,"R",3531,"R",5221,"12.0402","R",18604,"R",1982,"R",1500,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
449995,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",16550,"R",16550,"R",18000,"R",18000,"R",2995,"R",2995,"R",1945,"R",2140,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14803,"R",20436,"R",21500,"R",21500,"R",5515,"R",10245,"R",8557,"R",8880,"R",4805,"R",4709,"R",3666,"R",4150,"12.0413","R",19200,"R",3640,"R",1600,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450021,7,"51.0801","A",.,"A",.,"R",53,2,"R",9,"R",36,"R",36,"R",36,"R",15471,"R",15881,"R",15881,"R",15881,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8046,"R",8226,"R",8415,"R",8559,"R",6048,"R",6219,"R",6282,"R",8559,"R",4986,"R",6219,"R",6282,"R",4284,"12.0401","R",21305,"R",0,"R",1500,1,"R",12,"47.0201","R",16328,"R",0,"R",900,1,"R",9,"51.0713","R",20682,"R",0,"R",65,2,"R",12,"12.0409","R",12502,"R",0,"R",780,1,"R",6,"51.3501","R",10748,"R",0,"R",600,1,"R",6,
450119,4,"51.0801","A",.,"A",.,"R",53,2,"R",9,"R",36,"R",36,"R",36,"R",15471,"R",15881,"R",15881,"R",15881,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8046,"R",8226,"R",8415,"R",8559,"R",5229,"R",5850,"R",8415,"R",8559,"R",5229,"R",5850,"R",8415,"R",4284,"51.0713","R",20682,"R",0,"R",65,2,"R",12,"51.0601","R",19868,"R",0,"R",59,2,"R",11,"51.3501","R",10748,"R",0,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450128,5,"51.0801","A",.,"A",.,"R",53,2,"R",9,"R",36,"R",36,"R",36,"R",15471,"R",15881,"R",15881,"R",15881,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8046,"R",8226,"R",8415,"R",8559,"R",6048,"R",6354,"R",8415,"R",8559,"R",4986,"R",6354,"R",4212,"R",4284,"12.0401","R",21305,"R",0,"R",1500,1,"R",12,"12.0409","R",12502,"R",0,"R",780,1,"R",6,"51.0713","R",20682,"R",0,"R",65,2,"R",12,"51.3501","R",10748,"R",0,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450395,6,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",46,"R",900,"R",28,"R",16000,"R",17950,"R",17950,"R",18750,"R",1900,"R",1900,"R",1900,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9143,"R",14203,"R",14203,"R",17089,"R",10603,"R",9154,"R",9154,"R",7429,"R",9212,"R",8407,"R",8407,"R",6889,"12.0409","R",9950,"R",1400,"R",600,1,"R",6,"12.0412","R",11750,"R",1750,"R",750,1,"R",8,"12.0410","R",2795,"R",650,"R",300,1,"R",6,"12.0412","R",21450,"R",2400,"R",1800,1,"R",14,"12.0407","R",13550,"R",2000,"R",1200,1,"R",10,
450401,9,"12.0401","A",.,"A",.,"R",50,2,"R",13,"R",51,"R",30,"R",32,"R",22359,"R",20979,"R",21813,"R",21128,"R",2975,"R",2951,"R",2771,"R",4398,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12941,"R",13209,"R",13668,"R",12801,"R",10736,"R",9218,"R",10187,"R",10136,"R",10736,"R",9218,"R",10187,"R",10136,"12.0408","R",13966,"R",315,"R",21,2,"R",5,"51.3501","R",15493,"R",295,"R",33,2,"R",8,"50.0408","R",19321,"R",503,"R",62,2,"R",15,"12.0402","R",24311,"R",356,"R",51,2,"R",12,"50.0407","R",19208,"R",283,"R",37,2,"R",9,
450599,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",18750,"R",18750,"R",18750,"R",18750,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7590,"R",7944,"R",8181,"R",8493,"R",6708,"R",7041,"R",7547,"R",7837,"R",6708,"R",7041,"R",7547,"R",7837,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450605,2,"12.0401","A",.,"A",.,"R",1250,1,"R",9,"R",36,"R",900,"R",26,"R",17000,"R",17000,"R",17000,"R",17000,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6327,"R",6651,"R",6849,"R",7110,"R",5616,"R",5895,"R",6318,"R",6561,"R",5616,"R",5895,"R",6318,"R",6561,"12.0413","R",7500,"R",499,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
