UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
460127,4,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15740,"R",15990,"R",15990,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8138,"R",8580,"R",8618,"R",8790,"R",4200,"R",4485,"R",4523,"R",4545,"R",3698,"R",3780,"R",3855,"R",4478,"01.8301","R",14200,"R",0,"R",67,2,"R",9,"51.0601","R",15990,"R",0,"R",51,2,"R",9,"51.0714","R",15990,"R",0,"R",52,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460136,15,"51.0801","A",.,"A",.,"R",34,2,"R",9,"R",35,"R",34,"R",35,"R",12992,"R",13377,"R",14335,"R",14770,"R",799,"R",788,"R",778,"R",788,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6528,"R",7683,"R",6720,"R",11121,"R",5338,"R",8400,"R",7350,"R",3019,"R",5443,"R",6405,"R",5600,"R",2870,"01.8301","R",14190,"R",844,"R",30,2,"R",8,"51.0911","R",39996,"R",2177,"R",96,2,"R",24,"51.0601","R",14626,"R",828,"R",30,2,"R",8,"51.0910","R",39786,"R",2177,"R",90,2,"R",23,"51.0602","R",62004,"R",5414,"R",90,2,"R",23,
460145,5,"09.0701","A",.,"A",.,"R",28,2,"R",8,"R",32,"R",30,"R",32,"R",17725,"R",18225,"R",18695,"R",18475,"R",125,"R",125,"R",125,"R",125,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8800,"R",9088,"R",9712,"R",9448,"R",4000,"R",4976,"R",5600,"R",8720,"R",3200,"R",4976,"R",5600,"R",8720,"09.0799","R",11875,"R",125,"R",30,2,"R",6,"09.0906","R",11875,"R",125,"R",30,2,"R",6,"09.0702","R",11875,"R",125,"R",30,2,"R",6,"09.0900","R",11875,"R",125,"R",30,2,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460172,5,"48.0508","A",.,"A",.,"R",960,1,"R",10,"R",40,"R",900,"R",36,"R",19348,"R",19348,"R",20663,"R",20663,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",10200,"R",10400,"R",10610,"R",10940,"R",11160,"R",11380,"R",11610,"R",10940,"R",11160,"R",11380,"R",11610,"47.0604","R",20735,"A",.,"R",1200,1,"R",13,"15.0501","R",21040,"A",.,"R",960,1,"R",10,"47.0605","R",24640,"A",.,"R",1000,1,"R",13,"49.0205","R",5000,"A",.,"R",160,1,"R",1,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460181,11,"51.0801","A",.,"A",.,"R",24,2,"R",8,"R",32,"R",24,"R",30,"R",15700,"R",16875,"R",16875,"R",16875,"R",1411,"R",699,"R",703,"R",703,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11816,"R",12248,"R",13408,"R",14736,"R",3768,"R",3776,"R",3552,"R",3360,"R",3888,"R",3880,"R",3168,"R",2864,"51.3999","R",30888,"R",1999,"R",52,2,"R",13,"51.0601","R",16855,"R",1032,"R",26,2,"R",9,"51.0602","R",63720,"R",6001,"R",89,2,"R",18,"51.0806","R",46098,"R",2218,"R",78,2,"R",21,"51.0908","R",42650,"R",1357,"R",76,2,"R",18,
460190,5,"51.0601","A",.,"A",.,"R",24,2,"R",8,"R",32,"R",24,"R",30,"R",15940,"R",17045,"R",17005,"R",17005,"R",1194,"R",956,"R",1016,"R",1016,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11816,"R",12248,"R",13408,"R",14736,"R",3768,"R",3776,"R",3552,"R",3360,"R",3888,"R",3880,"R",3168,"R",2864,"51.0805","R",14559,"R",0,"R",21,2,"R",7,"51.0801","R",16884,"R",691,"R",26,2,"R",9,"51.0909","R",34036,"R",1078,"R",68,2,"R",18,"51.0710","R",14338,"R",1939,"R",26,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460206,7,"51.0601","A",.,"A",.,"R",24,2,"R",8,"R",32,"R",24,"R",30,"R",15730,"R",17225,"R",17701,"R",17701,"R",1206,"R",972,"R",1032,"R",1032,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11816,"R",12248,"R",13408,"R",14736,"R",3768,"R",3776,"R",3552,"R",3360,"R",3888,"R",3880,"R",3168,"R",2864,"51.0801","R",16958,"R",703,"R",26,2,"R",9,"51.0602","R",67260,"R",6006,"R",89,2,"R",18,"51.0806","R",42510,"R",2218,"R",78,2,"R",21,"51.0909","R",35560,"R",1095,"R",68,2,"R",18,"51.0908","R",42712,"R",1318,"R",76,2,"R",18,
460455,1,"51.3501","A",.,"A",.,"R",1000,1,"R",7,"R",26,"R",900,"R",26,"R",15575,"R",15575,"R",15575,"R",15575,"R",435,"R",433,"R",467,"R",449,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7508,"R",7885,"R",8047,"R",8275,"R",3328,"R",6994,"R",7430,"R",7638,"R",3328,"R",6994,"R",7430,"R",7638,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460516,2,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"R",16756,"R",16744,"R",19199,"R",19199,"R",2194,"R",2206,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19940,"R",20142,"R",20142,"R",20142,"R",6359,"R",17982,"R",17982,"R",17982,"R",6561,"R",12029,"R",12029,"R",12029,"12.0409","R",10199,"R",234,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460525,4,"51.0801","A",.,"A",.,"R",780,1,"R",9,"R",36,"R",780,"R",36,"R",13595,"R",13591,"R",15006,"R",15006,"R",1155,"R",1159,"R",229,"R",229,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13293,"R",13428,"R",13428,"R",13428,"R",4239,"R",11988,"R",11988,"R",11988,"R",4374,"R",8019,"R",8019,"R",8019,"51.0601","R",13756,"R",229,"R",780,1,"R",9,"12.0409","R",10456,"R",229,"R",600,1,"R",6,"51.3501","R",14506,"R",229,"R",740,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460534,5,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",16478,"R",16328,"R",18751,"R",14661,"R",2022,"R",2172,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12555,"R",12682,"R",12682,"R",12682,"R",4004,"R",11322,"R",11322,"R",11322,"R",4131,"R",7574,"R",7574,"R",7574,"12.0410","R",8701,"R",234,"R",600,1,"R",6,"12.0409","R",11951,"R",234,"R",750,1,"R",8,"12.0413","R",5677,"R",0,"R",750,1,"R",6,"12.0413","R",4264,"R",0,"R",500,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460543,4,"47.0604","A",.,"A",.,"R",90,2,"R",19,"R",75,"R",30,"R",30,"R",44850,"R",45950,"R",47350,"R",48950,"R",215,"R",215,"R",215,"R",215,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13181,"R",13838,"R",14531,"R",13931,"R",11700,"R",12281,"R",12881,"R",12356,"R",11700,"R",12281,"R",12881,"R",12356,"47.0604","R",38150,"R",215,"R",61,2,"R",12,"47.0605","R",34950,"R",215,"R",54,2,"R",11,"48.0508","R",20650,"R",215,"R",36,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460701,7,"12.0499","A",.,"A",.,"R",600,1,"R",5,"R",18,"R",900,"R",26,"R",9154,"R",9212,"R",9312,"R",9312,"R",889,"R",832,"R",857,"R",1085,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5193,"R",5468,"R",5468,"R",6026,"R",1215,"R",1350,"R",1575,"R",1643,"R",1013,"R",1161,"R",1215,"R",1305,"12.0402","R",15976,"R",752,"R",1200,1,"R",12,"12.0401","R",15976,"R",723,"R",1200,1,"R",12,"12.0410","R",3033,"R",412,"R",300,1,"R",2,"12.0409","R",5221,"R",697,"R",300,1,"R",2,"51.3501","R",9056,"R",261,"R",600,1,"R",4,
460765,1,"12.0401","A",.,"A",.,"R",1500,1,"R",14,"R",54,"R",900,"R",33,"R",13482,"R",14925,"R",14925,"R",14925,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10800,"R",10800,"R",10463,"R",10463,"R",3375,"R",4725,"R",3375,"R",3375,"R",3375,"R",4050,"R",3375,"R",3375,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460808,1,"51.3501","A",.,"A",.,"R",638,1,"R",11,"R",43,"R",900,"R",26,"R",9000,"R",9000,"R",9000,"R",9000,"R",500,"R",500,"R",500,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8063,"R",8063,"R",8063,"R",8600,"R",2688,"R",2688,"R",2688,"R",3225,"R",2688,"R",2688,"R",2688,"R",2688,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460817,4,"51.0801","A",.,"A",.,"R",72,2,"R",16,"R",64,"R",36,"R",36,"R",24160,"R",24160,"R",24240,"R",25240,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16912,"R",16912,"R",16640,"R",16976,"R",14400,"R",14400,"R",18208,"R",18576,"R",14400,"R",14400,"R",18208,"R",18576,"49.0205","R",4000,"A",.,"R",160,1,"R",1,"51.0713","R",25240,"A",.,"R",72,2,"R",15,"52.0201","R",32240,"A",.,"R",92,2,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460826,6,"51.0801","A",.,"A",.,"R",60,2,"R",13,"R",50,"R",36,"R",36,"R",20140,"R",20140,"R",20140,"R",20140,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13213,"R",13213,"R",13000,"R",13263,"R",11250,"R",11250,"R",14225,"R",14513,"R",8988,"R",8988,"R",14225,"R",14513,"52.0201","R",32240,"A",.,"R",92,2,"R",18,"51.0713","R",25240,"A",.,"R",72,2,"R",15,"11.1006","R",33160,"A",.,"R",92,2,"R",18,"49.0205","R",4500,"A",.,"R",160,1,"R",1,"51.0707","R",33160,"A",.,"R",92,2,"R",20,
460835,5,"51.0801","A",.,"A",.,"R",72,2,"R",15,"R",60,"R",36,"R",36,"R",24160,"R",24160,"R",25240,"R",25240,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15855,"R",15855,"R",15600,"R",15915,"R",13500,"R",13500,"R",17070,"R",17415,"R",13500,"R",13500,"R",17070,"R",17415,"52.0201","R",32240,"A",.,"R",92,2,"R",18,"49.0205","R",4500,"A",.,"R",148,1,"R",1,"51.0713","R",25240,"A",.,"R",72,2,"R",15,"43.0104","R",32240,"A",.,"R",92,2,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460862,3,"12.0401","A",.,"A",.,"R",1835,1,"R",13,"R",53,"R",900,"R",26,"R",18050,"R",18050,"R",18050,"R",18050,"R",2650,"R",2650,"R",2650,"R",2800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14323,"R",14761,"R",15344,"R",16245,"R",12707,"R",13091,"R",14164,"R",14999,"R",9593,"R",8758,"R",9487,"R",10057,"12.0407","R",13750,"R",2450,"R",1150,1,"R",8,"12.0409","R",7500,"R",1900,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460914,3,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",26,"R",11000,"R",11000,"R",11000,"R",11650,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5775,"R",7225,"R",8070,"R",8070,"R",2920,"R",2760,"R",2385,"R",2385,"R",1765,"R",2250,"R",1720,"R",1720,"12.0401","R",18950,"R",2900,"R",1600,1,"R",12,"12.0407","R",14200,"R",2650,"R",1000,1,"R",13,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460932,1,"12.0409","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",12065,"R",12065,"R",12065,"R",13065,"R",925,"R",925,"R",925,"R",925,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4365,"R",4365,"R",4365,"R",4365,"R",1800,"R",1800,"R",1800,"R",1800,"R",960,"R",960,"R",960,"R",960,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460969,9,"12.0401","A",.,"A",.,"R",1200,1,"R",12,"R",48,"R",900,"R",36,"R",14100,"R",14210,"R",14210,"R",15403,"R",1100,"R",1467,"R",1467,"R",1467,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16548,"R",22128,"R",22056,"R",21804,"R",12720,"R",8412,"R",12876,"R",12792,"R",6348,"R",6300,"R",7332,"R",7656,"12.0499","R",12827,"R",1430,"R",900,1,"R",9,"12.0402","R",15403,"R",1467,"R",1200,1,"R",12,"12.0499","R",9207,"R",1080,"R",600,1,"R",6,"12.0409","R",9207,"R",1080,"R",600,1,"R",6,"12.0499","R",12390,"R",1280,"R",900,1,"R",9,
460978,3,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",32,"R",900,"R",26,"R",13200,"R",16950,"R",16950,"R",14700,"R",2960,"R",2960,"R",2960,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8248,"R",8248,"R",8248,"R",8248,"R",5272,"R",5272,"R",5272,"R",5272,"R",5272,"R",5272,"R",5272,"R",5272,"12.0408","R",11775,"R",2580,"R",750,1,"R",5,"12.0413","R",2500,"R",250,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460987,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",26,"R",15990,"R",15990,"R",15990,"R",15990,"R",2400,"R",2400,"R",2400,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9349,"R",9349,"R",9349,"R",9203,"R",4725,"R",4725,"R",4725,"R",4545,"R",4725,"R",4725,"R",4725,"R",4545,"12.0409","R",8824,"R",826,"R",900,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460996,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",46,"R",900,"R",28,"R",17954,"R",17954,"R",17954,"R",17954,"R",2042,"R",2042,"R",2042,"R",2041,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9246,"R",9246,"R",9959,"R",9959,"R",4566,"R",4566,"R",4899,"R",4899,"R",4566,"R",4566,"R",4899,"R",4899,"12.0409","R",16667,"R",1327,"R",900,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461087,33,"51.3902","A",.,"A",.,"R",1050,1,"R",12,"R",48,"R",900,"R",26,"R",2150,"R",2150,"R",2150,"R",2150,"R",525,"R",525,"R",525,"R",525,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13608,"R",14520,"R",14580,"R",14916,"R",7992,"R",7476,"R",7836,"R",8028,"R",3756,"R",3528,"R",3708,"R",3780,"51.3901","R",2400,"R",3400,"R",1463,1,"R",13,"48.0508","R",2000,"R",750,"R",1050,1,"R",12,"10.0201","R",2150,"R",525,"R",1050,1,"R",12,"12.0401","R",2000,"R",665,"R",1050,1,"R",12,"46.0302","R",2000,"R",200,"R",1050,1,"R",12,
461111,3,"12.0402","A",.,"A",.,"R",1800,1,"R",13,"R",51,"R",900,"R",26,"R",11105,"R",12800,"R",12830,"R",12830,"R",1265,"R",1195,"R",1165,"R",995,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9754,"R",9754,"R",9754,"R",9754,"R",5266,"R",5266,"R",7535,"R",7535,"R",1313,"R",1313,"R",3953,"R",3953,"12.0402","R",7230,"R",995,"R",1000,1,"R",7,"12.0413","R",4325,"R",245,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461175,6,"12.0410","A",.,"A",.,"R",400,1,"R",3,"R",10,"R",900,"R",26,"R",1200,"R",1200,"R",1350,"R",2250,"R",375,"R",380,"R",400,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3693,"R",4190,"R",4605,"R",4605,"R",1178,"R",1465,"R",1288,"R",1288,"R",1215,"R",1305,"R",1155,"R",1155,"12.0401","R",13800,"R",1250,"R",1600,1,"R",11,"12.0401","R",13800,"R",1250,"R",1601,1,"R",12,"12.0401","R",13800,"R",1250,"R",1602,1,"R",16,"12.0409","R",6470,"R",980,"R",600,1,"R",5,"12.0410","R",2250,"R",300,"R",401,1,"R",3,
461193,2,"12.0401","A",.,"A",.,"R",1250,1,"R",9,"R",36,"R",900,"R",26,"R",15775,"R",15775,"R",16950,"R",16950,"R",1450,"R",2000,"R",2311,"R",2383,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11745,"R",12006,"R",10638,"R",13050,"R",8325,"R",8325,"R",8028,"R",7686,"R",5508,"R",5508,"R",6984,"R",4284,"12.0413","R",6525,"R",688,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461218,11,"51.0713","A",.,"A",.,"R",52,2,"R",12,"R",48,"R",36,"R",36,"R",18000,"R",18000,"R",20200,"R",20200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9816,"R",9816,"R",9816,"R",9816,"R",4848,"R",4848,"R",4848,"R",4848,"R",4848,"R",4848,"R",4848,"R",4848,"51.0707","R",32650,"A",.,"R",94,2,"R",18,"51.0716","R",20200,"A",.,"R",48,2,"R",12,"01.8301","R",37900,"A",.,"R",78,2,"R",18,"52.0201","R",32650,"A",.,"R",75,2,"R",18,"51.0801","R",37900,"A",.,"R",75,2,"R",18,
461245,14,"49.0205","A",.,"A",.,"R",320,1,"R",2,"R",8,"R",900,"R",48,"R",1089,"R",1039,"R",1039,"R",1039,"R",2056,"R",2056,"R",1981,"R",1981,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2244,"R",2244,"R",2294,"R",2908,"R",500,"R",1462,"R",1462,"R",2308,"R",500,"R",1022,"R",1046,"R",2308,"51.0904","R",1039,"R",593,"R",300,1,"R",7,"51.3902","R",2210,"R",929,"R",600,1,"R",9,"12.0401","R",3759,"R",1513,"R",1200,1,"R",12,"51.0899","R",4269,"R",1327,"R",1300,1,"R",12,"12.0408","R",974,"R",464,"R",260,1,"R",2,
461254,5,"51.0716","A",.,"A",.,"R",980,1,"R",12,"R",49,"R",900,"R",35,"R",14000,"R",14000,"R",14700,"R",15000,"R",675,"R",675,"R",725,"R",725,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4839,"R",4839,"R",4839,"R",4839,"R",1715,"R",1715,"R",1715,"R",1715,"R",1531,"R",1531,"R",1531,"R",1531,"51.0805","R",14700,"R",725,"R",900,1,"R",12,"51.0714","R",14900,"R",525,"R",900,1,"R",12,"51.0706","R",31350,"R",650,"R",62,2,"R",24,"51.1501","R",34600,"R",300,"R",63,2,"R",24,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461263,3,"51.0910","A",.,"A",.,"R",101,2,"R",26,"R",104,"R",41,"R",37,"R",33375,"R",35675,"R",38850,"R",38850,"R",950,"R",950,"R",950,"R",950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",38402,"R",39806,"R",43576,"R",24700,"R",12246,"R",12272,"R",12272,"R",12220,"R",12168,"R",12012,"R",13572,"R",12220,"51.0910","R",48436,"R",1600,"R",130,2,"R",30,"51.0710","R",12350,"R",125,"R",45,2,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461272,3,"12.0414","A",.,"A",.,"R",1200,1,"R",9,"R",36,"R",900,"R",27,"R",13650,"R",13650,"R",13650,"R",13650,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7632,"R",7812,"R",7812,"R",7812,"R",3762,"R",4320,"R",4320,"R",4320,"R",3762,"R",4320,"R",4320,"R",4320,"12.0409","R",8150,"R",1500,"R",600,1,"R",4,"12.0401","R",14150,"R",2000,"R",1600,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461290,5,"12.0414","A",.,"A",.,"R",900,1,"R",8,"R",33,"R",900,"R",33,"R",13560,"R",13560,"R",15580,"R",15580,"R",1770,"R",1770,"R",1529,"R",1529,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13439,"R",12449,"R",9364,"R",7961,"R",2516,"R",7227,"R",5338,"R",6485,"R",5181,"R",916,"R",4777,"R",4323,"12.0409","R",12089,"R",1280,"R",600,1,"R",6,"51.3501","R",13595,"R",995,"R",780,1,"R",7,"12.0410","R",4575,"R",550,"R",450,1,"R",4,"12.0410","R",3349,"R",550,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461306,5,"51.0707","A",.,"A",.,"R",1110,1,"R",11,"R",44,"R",900,"R",36,"R",2841,"R",2841,"R",2841,"R",2841,"R",300,"R",300,"R",300,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9900,"R",9900,"R",9900,"R",9900,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"R",2750,"51.0801","R",2842,"R",300,"R",1300,1,"R",13,"51.0805","R",2688,"R",300,"R",1050,1,"R",12,"47.0604","R",2668,"R",300,"R",1050,1,"R",12,"47.0604","R",1920,"R",300,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
461324,2,"51.0909","R",7745,"R",125,"R",649,1,"R",12,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"51.0909","R",7602,"R",1312,"R",32,2,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
